method,split,task,family,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
variance_threshold_abstention,rare_adversarial_shift,deformable_object_handling,goal_specification_ambiguity,10,0.275402,0.091532,0.019671,0.008121,0.050000,0.049899,0.000000,0.000000,0.000000,0.000000,0.214890,0.001875,0.498863,0.108539,-0.057631,0.109084,1.000000,0.000000,0.366667,0.152444
variance_threshold_abstention,rare_adversarial_shift,deformable_object_handling,model_misspecification,10,0.365760,0.090470,0.030965,0.009371,0.183333,0.123674,0.000000,0.000000,0.000000,0.000000,0.213455,0.001741,0.416482,0.103416,0.034552,0.102552,1.000000,0.000000,0.483333,0.141556
variance_threshold_abstention,rare_adversarial_shift,deformable_object_handling,multi_modal_valid_plans,10,0.152771,0.040166,0.004691,0.002500,0.016667,0.032667,0.000000,0.000000,0.983333,0.032667,0.214155,0.005891,0.614069,0.057249,-0.183457,0.056318,0.983333,0.032667,0.200000,0.081485
variance_threshold_abstention,rare_adversarial_shift,deformable_object_handling,out_of_distribution_action,10,0.318142,0.098613,0.028863,0.010590,0.083333,0.054444,0.000000,0.000000,0.000000,0.000000,0.214275,0.001918,0.460680,0.112487,-0.023683,0.111505,1.000000,0.000000,0.416667,0.155905
variance_threshold_abstention,rare_adversarial_shift,deformable_object_handling,sensor_corruption,10,0.351182,0.091342,0.027205,0.008542,0.083333,0.054444,0.000000,0.000000,0.000000,0.000000,0.213455,0.001841,0.412723,0.106981,0.028247,0.107034,1.000000,0.000000,0.483333,0.149697
variance_threshold_abstention,rare_adversarial_shift,legged_locomotion_disturbance,aleatoric_sensor_noise,10,0.143821,0.052956,0.007082,0.005185,0.033333,0.065333,0.000000,0.000000,0.983333,0.032667,0.219738,0.006195,0.605815,0.069518,-0.208910,0.070566,0.983333,0.032667,0.166667,0.108889
variance_threshold_abstention,rare_adversarial_shift,legged_locomotion_disturbance,controller_instability,10,0.299528,0.098235,0.027554,0.010754,0.100000,0.072229,0.333333,0.137735,0.000000,0.000000,0.220633,0.001639,0.545797,0.105158,-0.062200,0.106448,1.000000,0.000000,0.333333,0.137735
variance_threshold_abstention,rare_adversarial_shift,legged_locomotion_disturbance,epistemic_unknown,10,0.493672,0.070901,0.034099,0.005343,0.083333,0.073045,0.000000,0.000000,0.000000,0.000000,0.216667,0.001296,0.292044,0.084146,0.193654,0.084691,1.000000,0.000000,0.666667,0.108889
variance_threshold_abstention,rare_adversarial_shift,legged_locomotion_disturbance,goal_specification_ambiguity,10,0.330646,0.090549,0.022970,0.008083,0.083333,0.073045,0.000000,0.000000,0.000000,0.000000,0.219443,0.001758,0.453395,0.111471,0.001835,0.106800,1.000000,0.000000,0.433333,0.147704
variance_threshold_abstention,rare_adversarial_shift,legged_locomotion_disturbance,model_misspecification,10,0.315001,0.111864,0.025098,0.010197,0.183333,0.113683,0.000000,0.000000,0.000000,0.000000,0.220038,0.002012,0.496935,0.127051,-0.029908,0.128182,1.000000,0.000000,0.383333,0.169041
variance_threshold_abstention,rare_adversarial_shift,legged_locomotion_disturbance,multi_modal_valid_plans,10,0.169246,0.047980,0.004775,0.001749,0.016667,0.032667,0.000000,0.000000,1.000000,0.000000,0.222022,0.001166,0.579679,0.066465,-0.169007,0.066534,1.000000,0.000000,0.216667,0.098000
variance_threshold_abstention,rare_adversarial_shift,legged_locomotion_disturbance,out_of_distribution_action,10,0.276933,0.076625,0.024709,0.008531,0.116667,0.098000,0.000000,0.000000,0.000000,0.000000,0.220633,0.001419,0.513806,0.084601,-0.078538,0.085220,1.000000,0.000000,0.333333,0.119282
variance_threshold_abstention,rare_adversarial_shift,legged_locomotion_disturbance,sensor_corruption,10,0.346216,0.075493,0.025185,0.006652,0.050000,0.049899,0.000000,0.000000,0.000000,0.000000,0.219245,0.001425,0.440563,0.087561,0.016338,0.088879,1.000000,0.000000,0.450000,0.119778
variance_threshold_abstention,rare_adversarial_shift,mobile_navigation_under_sensor_noise,aleatoric_sensor_noise,10,0.196928,0.051200,0.007260,0.003243,0.033333,0.043556,0.000000,0.000000,0.983333,0.032667,0.210232,0.005684,0.557763,0.069248,-0.127540,0.069984,0.983333,0.032667,0.266667,0.099798
variance_threshold_abstention,rare_adversarial_shift,mobile_navigation_under_sensor_noise,controller_instability,10,0.299270,0.085564,0.024517,0.008344,0.133333,0.081485,0.333333,0.119282,0.000000,0.000000,0.212033,0.001634,0.565940,0.095897,-0.049758,0.095122,1.000000,0.000000,0.333333,0.119282
variance_threshold_abstention,rare_adversarial_shift,mobile_navigation_under_sensor_noise,epistemic_unknown,10,0.245542,0.064014,0.012979,0.004114,0.083333,0.073045,0.000000,0.000000,0.000000,0.000000,0.212718,0.001343,0.603260,0.078576,-0.089581,0.077679,1.000000,0.000000,0.283333,0.098000
variance_threshold_abstention,rare_adversarial_shift,mobile_navigation_under_sensor_noise,goal_specification_ambiguity,10,0.339769,0.060914,0.021473,0.004463,0.116667,0.069723,0.000000,0.000000,0.000000,0.000000,0.210435,0.001343,0.455586,0.074731,0.024224,0.073944,1.000000,0.000000,0.450000,0.098000
variance_threshold_abstention,rare_adversarial_shift,mobile_navigation_under_sensor_noise,model_misspecification,10,0.279578,0.078006,0.020950,0.007481,0.133333,0.081485,0.000000,0.000000,0.000000,0.000000,0.212033,0.001634,0.558539,0.092789,-0.061602,0.089435,1.000000,0.000000,0.333333,0.119282
variance_threshold_abstention,rare_adversarial_shift,mobile_navigation_under_sensor_noise,multi_modal_valid_plans,10,0.127517,0.047625,0.003636,0.002274,0.016667,0.032667,0.000000,0.000000,0.983333,0.032667,0.212058,0.005574,0.669887,0.067245,-0.219589,0.066779,0.983333,0.032667,0.133333,0.094927
variance_threshold_abstention,rare_adversarial_shift,mobile_navigation_under_sensor_noise,out_of_distribution_action,10,0.244802,0.084020,0.018309,0.007834,0.300000,0.144457,0.000000,0.000000,0.000000,0.000000,0.212718,0.001771,0.571776,0.096323,-0.102048,0.096610,1.000000,0.000000,0.283333,0.129298
variance_threshold_abstention,rare_adversarial_shift,mobile_navigation_under_sensor_noise,sensor_corruption,10,0.302249,0.074984,0.020021,0.006370,0.116667,0.085045,0.000000,0.000000,0.000000,0.000000,0.211348,0.001641,0.509509,0.094599,-0.025409,0.088883,1.000000,0.000000,0.383333,0.119778
variance_threshold_abstention,sensor_noise_shift,articulated_tool_use_with_occlusion,aleatoric_sensor_noise,10,0.530440,0.055658,0.072730,0.012341,0.116667,0.069723,0.000000,0.000000,0.150000,0.113683,0.067570,0.020895,0.190515,0.072316,0.290135,0.069828,0.150000,0.113683,0.850000,0.113683
variance_threshold_abstention,sensor_noise_shift,articulated_tool_use_with_occlusion,controller_instability,10,0.213501,0.052835,0.116130,0.037424,0.100000,0.072229,0.000000,0.000000,0.000000,0.000000,0.150280,0.024017,0.834830,0.020247,-0.279180,0.026386,0.600000,0.130667,0.400000,0.130667
variance_threshold_abstention,sensor_noise_shift,articulated_tool_use_with_occlusion,epistemic_unknown,10,0.262239,0.102517,0.072272,0.033495,0.200000,0.065333,0.000000,0.000000,0.000000,0.000000,0.147217,0.037174,0.678478,0.097949,-0.128143,0.100311,0.583333,0.202252,0.416667,0.202252
variance_threshold_abstention,sensor_noise_shift,articulated_tool_use_with_occlusion,goal_specification_ambiguity,10,0.261105,0.055648,0.088847,0.024252,0.133333,0.094927,0.000000,0.000000,0.000000,0.000000,0.141090,0.022015,0.659673,0.049458,-0.154122,0.051383,0.550000,0.119778,0.450000,0.119778
variance_threshold_abstention,sensor_noise_shift,articulated_tool_use_with_occlusion,model_misspecification,10,0.208220,0.049721,0.082039,0.026373,0.216667,0.085045,0.000000,0.000000,0.000000,0.000000,0.159470,0.020895,0.761278,0.033100,-0.226896,0.033472,0.650000,0.113683,0.350000,0.113683
variance_threshold_abstention,sensor_noise_shift,articulated_tool_use_with_occlusion,multi_modal_valid_plans,10,0.529188,0.054748,0.053111,0.007333,0.066667,0.053344,0.000000,0.000000,0.150000,0.102726,0.067570,0.018881,0.171304,0.075695,0.332045,0.075736,0.150000,0.102726,0.850000,0.102726
variance_threshold_abstention,sensor_noise_shift,articulated_tool_use_with_occlusion,out_of_distribution_action,10,0.200909,0.047778,0.109665,0.037782,0.183333,0.113683,0.000000,0.000000,0.000000,0.000000,0.153343,0.023765,0.788159,0.014915,-0.283361,0.018675,0.616667,0.129298,0.383333,0.129298
variance_threshold_abstention,sensor_noise_shift,articulated_tool_use_with_occlusion,sensor_corruption,10,0.269116,0.059087,0.103500,0.032479,0.166667,0.108889,0.000000,0.000000,0.000000,0.000000,0.134963,0.026018,0.675631,0.041037,-0.166725,0.041903,0.516667,0.141556,0.483333,0.141556
variance_threshold_abstention,sensor_noise_shift,bimanual_manipulation_failure_detection,aleatoric_sensor_noise,10,0.512807,0.050691,0.070576,0.008244,0.150000,0.090450,0.000000,0.000000,0.183333,0.090450,0.074063,0.016806,0.222584,0.064811,0.265362,0.066036,0.183333,0.090450,0.816667,0.090450
variance_threshold_abstention,sensor_noise_shift,bimanual_manipulation_failure_detection,controller_instability,10,0.229930,0.037188,0.115511,0.025668,0.233333,0.121254,0.000000,0.000000,0.000000,0.000000,0.148383,0.016311,0.832662,0.028194,-0.256397,0.030776,0.583333,0.087789,0.416667,0.087789
variance_threshold_abstention,sensor_noise_shift,bimanual_manipulation_failure_detection,epistemic_unknown,10,0.258756,0.060515,0.082176,0.021073,0.166667,0.084345,0.000000,0.000000,0.000000,0.000000,0.145287,0.022529,0.700391,0.057264,-0.148399,0.059709,0.566667,0.121254,0.433333,0.121254
variance_threshold_abstention,sensor_noise_shift,bimanual_manipulation_failure_detection,goal_specification_ambiguity,10,0.236208,0.046966,0.074209,0.019072,0.100000,0.053344,0.000000,0.000000,0.000000,0.000000,0.154577,0.018208,0.685902,0.042540,-0.170922,0.045097,0.616667,0.098000,0.383333,0.098000
variance_threshold_abstention,sensor_noise_shift,bimanual_manipulation_failure_detection,model_misspecification,10,0.203972,0.047836,0.085915,0.027523,0.166667,0.048697,0.000000,0.000000,0.000000,0.000000,0.160770,0.021122,0.780809,0.028226,-0.240579,0.030337,0.650000,0.113683,0.350000,0.113683
variance_threshold_abstention,sensor_noise_shift,bimanual_manipulation_failure_detection,multi_modal_valid_plans,10,0.504410,0.066308,0.044657,0.005255,0.100000,0.087111,0.000000,0.000000,0.233333,0.099798,0.083353,0.018543,0.223685,0.086149,0.296483,0.092570,0.233333,0.099798,0.766667,0.099798
variance_threshold_abstention,sensor_noise_shift,bimanual_manipulation_failure_detection,out_of_distribution_action,10,0.242137,0.034888,0.119511,0.022676,0.166667,0.108889,0.000000,0.000000,0.000000,0.000000,0.142190,0.015801,0.767607,0.021056,-0.241319,0.019371,0.550000,0.085045,0.450000,0.085045
variance_threshold_abstention,sensor_noise_shift,bimanual_manipulation_failure_detection,sensor_corruption,10,0.181284,0.044903,0.062321,0.026359,0.200000,0.081485,0.000000,0.000000,0.000000,0.000000,0.173157,0.020332,0.754670,0.036781,-0.234699,0.035040,0.716667,0.109432,0.283333,0.109432
variance_threshold_abstention,sensor_noise_shift,contact_rich_pick_and_place,aleatoric_sensor_noise,10,0.507785,0.043333,0.070599,0.006796,0.066667,0.072229,0.000000,0.000000,0.183333,0.076222,0.073477,0.013918,0.226643,0.055778,0.260699,0.056654,0.183333,0.076222,0.816667,0.076222
variance_threshold_abstention,sensor_noise_shift,contact_rich_pick_and_place,controller_instability,10,0.204249,0.057787,0.104011,0.036543,0.133333,0.065333,0.000000,0.000000,0.000000,0.000000,0.155647,0.024834,0.844822,0.027092,-0.272862,0.029768,0.633333,0.136002,0.366667,0.136002
variance_threshold_abstention,sensor_noise_shift,contact_rich_pick_and_place,epistemic_unknown,10,0.223471,0.074519,0.056879,0.020995,0.266667,0.099798,0.000000,0.000000,0.000000,0.000000,0.161733,0.025150,0.716253,0.074828,-0.161542,0.079194,0.666667,0.137735,0.333333,0.137735
variance_threshold_abstention,sensor_noise_shift,contact_rich_pick_and_place,goal_specification_ambiguity,10,0.262051,0.057590,0.081147,0.023289,0.033333,0.043556,0.000000,0.000000,0.000000,0.000000,0.143473,0.022141,0.661067,0.050166,-0.141571,0.053190,0.566667,0.121254,0.433333,0.121254
variance_threshold_abstention,sensor_noise_shift,contact_rich_pick_and_place,model_misspecification,10,0.174025,0.051681,0.069852,0.023716,0.116667,0.085045,0.000000,0.000000,0.000000,0.000000,0.170863,0.019982,0.792577,0.036349,-0.256920,0.042908,0.716667,0.109432,0.283333,0.109432
variance_threshold_abstention,sensor_noise_shift,contact_rich_pick_and_place,multi_modal_valid_plans,10,0.520739,0.076882,0.045710,0.008820,0.116667,0.049899,0.000000,0.000000,0.200000,0.136002,0.076520,0.024834,0.203518,0.106675,0.322612,0.106701,0.200000,0.136002,0.800000,0.136002
variance_threshold_abstention,sensor_noise_shift,contact_rich_pick_and_place,out_of_distribution_action,10,0.191074,0.063674,0.081066,0.030532,0.250000,0.111578,0.000000,0.000000,0.000000,0.000000,0.164777,0.024270,0.780331,0.044977,-0.252949,0.052310,0.683333,0.132916,0.316667,0.132916
variance_threshold_abstention,sensor_noise_shift,contact_rich_pick_and_place,sensor_corruption,10,0.212706,0.034380,0.074029,0.016772,0.166667,0.084345,0.000000,0.000000,0.000000,0.000000,0.158690,0.013918,0.724121,0.032799,-0.204242,0.030234,0.650000,0.076222,0.350000,0.076222
variance_threshold_abstention,sensor_noise_shift,deformable_object_handling,aleatoric_sensor_noise,10,0.516733,0.061484,0.066711,0.008559,0.116667,0.085045,0.000000,0.000000,0.183333,0.102726,0.072890,0.018429,0.200944,0.078925,0.278613,0.081306,0.183333,0.102726,0.816667,0.102726
variance_threshold_abstention,sensor_noise_shift,deformable_object_handling,controller_instability,10,0.248139,0.060485,0.137341,0.042878,0.083333,0.054444,0.000000,0.000000,0.000000,0.000000,0.132690,0.026856,0.819488,0.024938,-0.260561,0.030266,0.516667,0.149697,0.483333,0.149697
variance_threshold_abstention,sensor_noise_shift,deformable_object_handling,epistemic_unknown,10,0.250732,0.066577,0.076738,0.022099,0.250000,0.087789,0.000000,0.000000,0.000000,0.000000,0.144650,0.023523,0.690112,0.064657,-0.147681,0.066050,0.583333,0.131120,0.416667,0.131120
variance_threshold_abstention,sensor_noise_shift,deformable_object_handling,goal_specification_ambiguity,10,0.221336,0.057328,0.065142,0.019752,0.150000,0.102726,0.000000,0.000000,0.000000,0.000000,0.156610,0.020395,0.676673,0.053648,-0.174604,0.055462,0.650000,0.113683,0.350000,0.113683
variance_threshold_abstention,sensor_noise_shift,deformable_object_handling,model_misspecification,10,0.186903,0.054829,0.077036,0.028608,0.266667,0.111045,0.000000,0.000000,0.000000,0.000000,0.162590,0.022187,0.775972,0.034799,-0.246722,0.039692,0.683333,0.123674,0.316667,0.123674
variance_threshold_abstention,sensor_noise_shift,deformable_object_handling,multi_modal_valid_plans,10,0.539704,0.047602,0.048805,0.006123,0.050000,0.049899,0.000000,0.000000,0.150000,0.090450,0.066910,0.016227,0.150585,0.067891,0.352496,0.066034,0.150000,0.090450,0.850000,0.090450
variance_threshold_abstention,sensor_noise_shift,deformable_object_handling,out_of_distribution_action,10,0.254847,0.054027,0.134773,0.028860,0.266667,0.121254,0.000000,0.000000,0.000000,0.000000,0.129700,0.021399,0.745057,0.032483,-0.242443,0.037973,0.500000,0.119282,0.500000,0.119282
variance_threshold_abstention,sensor_noise_shift,deformable_object_handling,sensor_corruption,10,0.271977,0.041949,0.093063,0.025468,0.100000,0.072229,0.000000,0.000000,0.000000,0.000000,0.135680,0.019140,0.654233,0.026703,-0.145071,0.025192,0.533333,0.106689,0.466667,0.106689
variance_threshold_abstention,sensor_noise_shift,legged_locomotion_disturbance,aleatoric_sensor_noise,10,0.487535,0.068598,0.069423,0.010427,0.100000,0.072229,0.000000,0.000000,0.216667,0.119778,0.079997,0.022111,0.239225,0.088624,0.231139,0.090165,0.216667,0.119778,0.783333,0.119778
variance_threshold_abstention,sensor_noise_shift,legged_locomotion_disturbance,controller_instability,10,0.229241,0.032236,0.135708,0.034334,0.133333,0.081485,0.000000,0.000000,0.000000,0.000000,0.141530,0.018091,0.854231,0.022443,-0.289387,0.029524,0.550000,0.098000,0.450000,0.098000
variance_threshold_abstention,sensor_noise_shift,legged_locomotion_disturbance,epistemic_unknown,10,0.229658,0.073034,0.062871,0.026306,0.183333,0.090450,0.000000,0.000000,0.000000,0.000000,0.159990,0.027634,0.718179,0.070480,-0.163651,0.070409,0.650000,0.149697,0.350000,0.149697
variance_threshold_abstention,sensor_noise_shift,legged_locomotion_disturbance,goal_specification_ambiguity,10,0.248875,0.054238,0.074991,0.021294,0.150000,0.090450,0.000000,0.000000,0.000000,0.000000,0.153422,0.021803,0.672283,0.052334,-0.155501,0.053678,0.616667,0.119778,0.400000,0.111045
variance_threshold_abstention,sensor_noise_shift,legged_locomotion_disturbance,model_misspecification,10,0.171910,0.040160,0.057285,0.020843,0.166667,0.084345,0.000000,0.000000,0.000000,0.000000,0.181112,0.015965,0.787595,0.034754,-0.245894,0.035165,0.766667,0.087111,0.250000,0.087789
variance_threshold_abstention,sensor_noise_shift,legged_locomotion_disturbance,multi_modal_valid_plans,10,0.499117,0.057635,0.051135,0.005217,0.066667,0.053344,0.000000,0.000000,0.200000,0.094927,0.076920,0.017524,0.201218,0.077201,0.288776,0.080315,0.200000,0.094927,0.800000,0.094927
variance_threshold_abstention,sensor_noise_shift,legged_locomotion_disturbance,out_of_distribution_action,10,0.214774,0.044143,0.103374,0.024475,0.183333,0.090450,0.000000,0.000000,0.000000,0.000000,0.153837,0.018091,0.765187,0.031453,-0.256000,0.035583,0.616667,0.098000,0.383333,0.098000
variance_threshold_abstention,sensor_noise_shift,legged_locomotion_disturbance,sensor_corruption,10,0.246055,0.046489,0.095590,0.029716,0.100000,0.087111,0.000000,0.000000,0.000000,0.000000,0.144607,0.022383,0.708302,0.028626,-0.190135,0.028761,0.566667,0.121254,0.433333,0.121254
variance_threshold_abstention,sensor_noise_shift,mobile_navigation_under_sensor_noise,aleatoric_sensor_noise,10,0.508586,0.069355,0.060466,0.011384,0.116667,0.069723,0.000000,0.000000,0.216667,0.129298,0.078263,0.022834,0.227088,0.094460,0.273111,0.089760,0.216667,0.129298,0.783333,0.129298
variance_threshold_abstention,sensor_noise_shift,mobile_navigation_under_sensor_noise,controller_instability,10,0.258650,0.058839,0.122903,0.030603,0.100000,0.072229,0.000000,0.000000,0.000000,0.000000,0.134187,0.022426,0.812032,0.035399,-0.222999,0.040536,0.533333,0.126985,0.466667,0.126985
variance_threshold_abstention,sensor_noise_shift,mobile_navigation_under_sensor_noise,epistemic_unknown,10,0.330814,0.069631,0.086453,0.021978,0.166667,0.068867,0.000000,0.000000,0.000000,0.000000,0.122413,0.024018,0.620714,0.069268,-0.047739,0.070364,0.466667,0.136002,0.533333,0.136002
variance_threshold_abstention,sensor_noise_shift,mobile_navigation_under_sensor_noise,goal_specification_ambiguity,10,0.211977,0.088095,0.050608,0.028865,0.100000,0.087111,0.000000,0.000000,0.000000,0.000000,0.163620,0.030768,0.700765,0.083253,-0.167894,0.085553,0.700000,0.174222,0.300000,0.174222
variance_threshold_abstention,sensor_noise_shift,mobile_navigation_under_sensor_noise,model_misspecification,10,0.223420,0.082089,0.065506,0.030054,0.133333,0.065333,0.000000,0.000000,0.000000,0.000000,0.160232,0.027834,0.751439,0.069821,-0.179521,0.073604,0.683333,0.157419,0.333333,0.161508
variance_threshold_abstention,sensor_noise_shift,mobile_navigation_under_sensor_noise,multi_modal_valid_plans,10,0.540067,0.052564,0.042282,0.003191,0.133333,0.106689,0.000000,0.000000,0.183333,0.076222,0.072377,0.013461,0.183334,0.066115,0.356049,0.073387,0.183333,0.076222,0.816667,0.076222
variance_threshold_abstention,sensor_noise_shift,mobile_navigation_under_sensor_noise,out_of_distribution_action,10,0.206856,0.070715,0.072142,0.033280,0.116667,0.098000,0.000000,0.000000,0.000000,0.000000,0.160677,0.026437,0.760489,0.051349,-0.214665,0.053357,0.683333,0.149697,0.316667,0.149697
variance_threshold_abstention,sensor_noise_shift,mobile_navigation_under_sensor_noise,sensor_corruption,10,0.307732,0.065016,0.097351,0.021062,0.083333,0.073045,0.000000,0.000000,0.000000,0.000000,0.125357,0.021841,0.638192,0.061976,-0.100524,0.065776,0.483333,0.123674,0.516667,0.123674
worldbench_diagnostic_probe,combined_disagreement_stress,articulated_tool_use_with_occlusion,aleatoric_sensor_noise,10,0.512606,0.008850,0.035957,0.005055,0.366667,0.174222,0.000000,0.000000,0.950000,0.069723,0.270977,0.011815,0.181254,0.008111,0.243817,0.010172,0.950000,0.069723,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,articulated_tool_use_with_occlusion,controller_instability,10,0.504846,0.021580,0.119516,0.010009,0.466667,0.152444,0.083333,0.073045,0.000000,0.000000,0.268171,0.006992,0.459771,0.039953,0.054191,0.036631,0.966667,0.043556,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,articulated_tool_use_with_occlusion,epistemic_unknown,10,0.557883,0.008254,0.073289,0.002879,0.600000,0.111045,1.000000,0.000000,0.000000,0.000000,0.275950,0.000000,0.297409,0.008600,0.203481,0.014587,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,articulated_tool_use_with_occlusion,goal_specification_ambiguity,10,0.536677,0.010467,0.081475,0.003687,0.516667,0.113683,1.000000,0.000000,0.000000,0.000000,0.276300,0.000000,0.293284,0.011012,0.164021,0.018578,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,articulated_tool_use_with_occlusion,model_misspecification,10,0.516768,0.012499,0.099890,0.004969,0.566667,0.099798,0.000000,0.000000,0.000000,0.000000,0.275250,0.000000,0.373429,0.013708,0.104336,0.023432,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,articulated_tool_use_with_occlusion,multi_modal_valid_plans,10,0.528620,0.009812,0.018800,0.000771,0.300000,0.106689,0.000000,0.000000,1.000000,0.000000,0.280500,0.000000,0.155964,0.007944,0.290909,0.011507,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,articulated_tool_use_with_occlusion,out_of_distribution_action,10,0.517681,0.026615,0.107022,0.009746,0.450000,0.154377,0.083333,0.073045,0.000000,0.000000,0.269615,0.005446,0.370116,0.038548,0.093503,0.044428,0.983333,0.032667,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,articulated_tool_use_with_occlusion,sensor_corruption,10,0.546982,0.013218,0.085988,0.005142,0.566667,0.072229,1.000000,0.000000,0.000000,0.000000,0.274900,0.000000,0.298977,0.014235,0.165379,0.024531,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,bimanual_manipulation_failure_detection,aleatoric_sensor_noise,10,0.512707,0.011825,0.036656,0.006267,0.333333,0.097393,0.000000,0.000000,0.933333,0.072229,0.273800,0.012676,0.191294,0.012126,0.240404,0.016411,0.933333,0.072229,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,bimanual_manipulation_failure_detection,controller_instability,10,0.486699,0.022578,0.127499,0.013145,0.550000,0.069723,0.066667,0.053344,0.000000,0.000000,0.271383,0.008232,0.502878,0.043852,0.016232,0.044479,0.950000,0.049899,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,bimanual_manipulation_failure_detection,epistemic_unknown,10,0.554501,0.009877,0.072858,0.003471,0.466667,0.152444,1.000000,0.000000,0.000000,0.000000,0.282000,0.000000,0.312029,0.010294,0.196814,0.017514,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,bimanual_manipulation_failure_detection,goal_specification_ambiguity,10,0.536865,0.006326,0.079785,0.002244,0.483333,0.113683,1.000000,0.000000,0.000000,0.000000,0.282350,0.000000,0.304136,0.006657,0.163693,0.011262,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,bimanual_manipulation_failure_detection,model_misspecification,10,0.516079,0.009253,0.098301,0.003702,0.433333,0.111045,0.000000,0.000000,0.000000,0.000000,0.281300,0.000000,0.384864,0.010225,0.102907,0.017398,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,bimanual_manipulation_failure_detection,multi_modal_valid_plans,10,0.523235,0.010412,0.018773,0.000819,0.400000,0.099798,0.000000,0.000000,1.000000,0.000000,0.286550,0.000000,0.173375,0.006607,0.281350,0.012215,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,bimanual_manipulation_failure_detection,out_of_distribution_action,10,0.502613,0.016021,0.111171,0.006982,0.450000,0.154377,0.083333,0.054444,0.000000,0.000000,0.274935,0.005326,0.395518,0.026442,0.065582,0.026901,0.983333,0.032667,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,bimanual_manipulation_failure_detection,sensor_corruption,10,0.543396,0.005087,0.085655,0.001995,0.416667,0.087789,1.000000,0.000000,0.000000,0.000000,0.280950,0.000000,0.313787,0.005482,0.158289,0.009477,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,contact_rich_pick_and_place,aleatoric_sensor_noise,10,0.522105,0.007409,0.037080,0.004173,0.516667,0.157419,0.000000,0.000000,0.900000,0.053344,0.272900,0.009655,0.190140,0.007259,0.249498,0.010407,0.900000,0.053344,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,contact_rich_pick_and_place,controller_instability,10,0.501372,0.021107,0.124264,0.011813,0.416667,0.121741,0.100000,0.072229,0.000000,0.000000,0.272570,0.008484,0.484906,0.044003,0.037192,0.040214,0.933333,0.053344,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,contact_rich_pick_and_place,epistemic_unknown,10,0.549170,0.012110,0.073889,0.004289,0.400000,0.121254,1.000000,0.000000,0.000000,0.000000,0.287500,0.000000,0.319844,0.012626,0.185365,0.021546,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,contact_rich_pick_and_place,goal_specification_ambiguity,10,0.536987,0.008990,0.078881,0.003211,0.383333,0.161875,1.000000,0.000000,0.000000,0.000000,0.287850,0.000000,0.306241,0.009464,0.161954,0.016055,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,contact_rich_pick_and_place,model_misspecification,10,0.516911,0.006844,0.096965,0.002755,0.466667,0.065333,0.000000,0.000000,0.000000,0.000000,0.286800,0.000000,0.386403,0.007473,0.102829,0.012905,1.000000,0.000000,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,contact_rich_pick_and_place,multi_modal_valid_plans,10,0.534349,0.009650,0.018493,0.001820,0.433333,0.121254,0.000000,0.000000,0.983333,0.032667,0.289016,0.005947,0.172343,0.007859,0.291354,0.011361,0.983333,0.032667,1.000000,0.000000
worldbench_diagnostic_probe,combined_disagreement_stress,contact_rich_pick_and_place,out_of_distribution_action,10,0.512146,0.026847,0.109732,0.007750,0.516667,0.113683,0.100000,0.099798,0.000000,0.000000,0.275770,0.007861,0.391382,0.040994,0.077697,0.039955,0.966667,0.043556,1.000000,0.000000
